Well_ID,Well_Name,Basin,Operator,Production_Date,Oil_BBL,Gas_MCF,Water_BBL,Days_Online,Status,Spud_Date,Latitude,Longitude
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-04-01,55872,131713,10687,31,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-05-01,45784,148798,13735,31,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-06-01,42720,127360,14621,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-07-01,61897,190813,14638,30,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-08-01,40400,174455,10406,31,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-09-01,53241,148570,11998,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-10-01,34535,171290,8865,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-11-01,24923,139055,11223,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2022-12-01,44477,150298,7915,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-01-01,26335,139130,5466,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-02-01,34426,86925,9467,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-03-01,37835,80678,12559,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-04-01,47319,166258,10597,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-05-01,34162,115043,12011,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-06-01,0,0,0,0,Shut-in,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-07-01,24892,133505,9117,31,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-08-01,39698,120835,10447,30,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-09-01,45523,117038,7749,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-10-01,29563,110205,5773,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-11-01,34091,132213,8013,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2023-12-01,29557,161615,10544,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-01-01,29289,150348,11092,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-02-01,21821,133390,8588,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-03-01,38027,144590,8965,31,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-04-01,0,0,0,0,Shut-in,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-05-01,27370,132208,5567,30,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-06-01,28867,103293,5609,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-07-01,39183,95998,6661,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-08-01,28711,111178,5461,30,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-09-01,21602,95875,6675,28,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-10-01,24212,113648,9635,29,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-11-01,42291,104988,9020,27,Active,2023-12-25,29.1865,-98.9659
WELL-A02,Eagle Ford 2,Eagle Ford,Prairie Petroleum,2024-12-01,32138,104063,5099,31,Active,2023-12-25,29.1865,-98.9659
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-01-01,45706,196623,19291,31,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-02-01,63296,198795,20993,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-03-01,71562,150340,16537,29,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-04-01,53503,202353,20578,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-05-01,63247,184470,11499,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-06-01,67970,281848,12744,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-07-01,76258,162745,16119,29,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-08-01,59760,269233,23033,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-09-01,41776,222090,16610,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-10-01,47411,206923,15804,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-11-01,73255,241303,17921,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2022-12-01,65156,206610,11847,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-01-01,56879,158135,10297,29,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-02-01,0,0,0,0,Shut-in,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-03-01,57496,226738,9863,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-04-01,57784,193735,15230,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-05-01,50153,152198,21453,31,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-06-01,56490,166245,10675,31,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-07-01,54374,165910,12269,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-08-01,59693,105993,10125,31,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-09-01,69140,161603,14207,31,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-10-01,37244,218780,11881,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-11-01,68465,152405,13130,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2023-12-01,34370,124175,13083,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-01-01,49686,176363,14531,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-02-01,48447,143193,17658,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-03-01,55150,125620,11030,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-04-01,35317,116828,12275,27,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-05-01,47316,178978,8640,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-06-01,42114,226813,7701,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-07-01,51761,113103,6915,28,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-08-01,5767,32700,1621,6,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-09-01,62911,152330,12538,30,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-10-01,30434,125628,10793,29,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-11-01,43517,149185,10341,29,Active,2022-02-12,39.5453,-104.3935
WELL-A03,DJ Basin 3,DJ Basin,Frontier Drilling,2024-12-01,15522,71943,3488,12,Active,2022-02-12,39.5453,-104.3935
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-01-01,32911,90834,16785,31,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-02-01,11774,34734,6240,11,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-03-01,31939,110190,24593,30,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-04-01,33561,131559,21479,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-05-01,28633,76450,18039,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-06-01,31406,96102,20414,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-07-01,14170,39819,5101,14,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-08-01,30195,76997,21740,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-09-01,27522,59172,18165,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-10-01,28481,107658,19082,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-11-01,29676,84280,15728,29,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2022-12-01,28437,62561,21896,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-01-01,23039,67274,11059,30,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-02-01,28886,72215,20509,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-03-01,28202,62890,12973,31,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-04-01,23026,73223,11513,29,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-05-01,23423,72377,17801,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-06-01,24775,60947,8176,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-07-01,22731,57509,17503,30,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-08-01,27107,74273,8945,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-09-01,24381,75825,8290,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-10-01,25162,73976,18368,29,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-11-01,21633,78095,12980,31,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2023-12-01,20201,43634,10101,31,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-01-01,20556,45018,9250,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-02-01,21542,54932,15726,30,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-03-01,21434,61087,8145,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-04-01,0,0,0,0,Shut-in,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-05-01,19977,75114,15782,29,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-06-01,20694,73464,12830,27,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-07-01,21185,43429,15465,30,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-08-01,21854,76052,9834,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-09-01,20171,75843,14120,29,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-10-01,18342,48973,6053,28,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-11-01,16563,57971,5300,31,Active,2023-01-01,40.9125,-78.6561
WELL-A04,Marcellus 4,Marcellus,Basin Resources,2024-12-01,17615,38929,9864,30,Active,2023-01-01,40.9125,-78.6561
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-01-01,25200,62496,15120,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-02-01,26537,101902,20168,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-03-01,30921,65243,20408,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-04-01,29353,63990,18786,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-05-01,24551,58431,19395,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-06-01,23917,55248,16742,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-07-01,30444,101683,19484,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-08-01,22428,81862,9420,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-09-01,28773,78550,23018,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-10-01,25814,71763,15747,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-11-01,21192,54040,16106,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2022-12-01,24560,57716,17192,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-01-01,22259,83471,11797,29,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-02-01,25741,66154,12098,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-03-01,20427,42284,13686,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-04-01,23361,58169,18455,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-05-01,20279,55767,11965,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-06-01,23120,75140,11791,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-07-01,22554,72849,17592,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-08-01,23090,90975,16163,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-09-01,0,0,0,0,Shut-in,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-10-01,22619,50893,13798,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-11-01,22074,47680,17438,29,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2023-12-01,19489,54959,11304,29,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-01-01,20815,79721,11448,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-02-01,18714,54083,9357,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-03-01,20592,74543,14208,30,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-04-01,22024,70697,16738,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-05-01,20174,51444,14727,29,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-06-01,21373,48517,9618,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-07-01,16623,40893,12301,31,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-08-01,19468,42830,9734,27,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-09-01,20254,55699,10330,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-10-01,15008,48026,6453,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-11-01,15481,56815,7431,28,Active,2023-10-15,41.2426,-78.1973
WELL-A05,Marcellus 5,Marcellus,Prairie Petroleum,2024-12-01,17306,61782,9691,30,Active,2023-10-15,41.2426,-78.1973
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-01-01,25915,81373,13476,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-02-01,24740,63582,16823,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-03-01,27483,59088,17039,29,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-04-01,26563,61892,10891,29,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-05-01,23400,84474,9828,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-06-01,25530,63059,9701,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-07-01,26615,84370,11977,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-08-01,22130,46694,17261,31,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-09-01,20615,81842,15874,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-10-01,26845,95568,8322,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-11-01,22996,70368,12648,29,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2022-12-01,21294,82621,16609,30,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-01-01,22762,77846,14568,27,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-02-01,22204,79490,10880,28,Active,2021-10-10,28.7706,-98.2096
WELL-A06,Eagle Ford 6,Eagle Ford,Summit Oil,2023-03-01,0,0,0,0,Shut-in,2021-10-10,28.7706,-98.2096
